"","tmp.pclas","tmp.survived","tmp.age"
"245",1,0,36
"246",1,1,33
"247",1,0,55
"248",1,1,54
"249",1,0,33
"250",1,1,13
"251",1,1,18
"252",1,1,21
"253",1,0,61
"254",1,1,48
"255",1,1,29.6732969746115
"256",1,1,24
"257",1,1,55.6711872188106
"258",1,1,35
"259",1,1,30
"260",1,1,34
"261",1,1,40
"262",1,1,35
"263",1,0,50
"264",1,1,39
"265",1,1,56
"266",1,1,28
"267",1,0,56
"268",1,0,56
"269",1,0,24
"270",1,0,56.3464464853176
"271",1,1,18
"272",1,1,24
"273",1,1,23
"274",1,1,6
"275",1,1,45
"276",1,1,40
"277",1,0,57
"278",1,1,55.6327792313168
"279",1,1,32
"280",1,0,62
"281",1,1,54
"282",1,1,43
"283",1,1,52
"284",1,0,40.6361340623793
"285",1,1,62
"286",1,0,67
"287",1,0,63
"288",1,0,61
"289",1,1,48
"290",1,1,18
"291",1,0,52
"292",1,1,39
"293",1,1,48
"294",1,1,30.0812111608504
"295",1,0,49
"296",1,1,17
"297",1,1,39
"298",1,1,43.4382076531961
"299",1,1,31
"300",1,0,40
"301",1,0,61
"302",1,0,47
"303",1,1,35
"304",1,0,64
"305",1,1,60
"306",1,0,60
"307",1,0,54
"308",1,0,21
"309",1,1,55
"310",1,1,31
"311",1,0,57
"312",1,1,45
"313",1,0,50
"314",1,0,27
"315",1,1,50
"316",1,1,21
"317",1,0,51
"318",1,1,21
"319",1,0,31.3440086239051
"320",1,1,31
"321",1,1,42.4436636546844
"322",1,0,62
"323",1,1,36
"324",2,0,30
"325",2,1,28
"326",2,0,30
"327",2,0,18
"328",2,0,25
"329",2,0,34
"330",2,1,36
"331",2,0,57
"332",2,0,18
"333",2,0,23
"334",2,1,36
"335",2,0,28
"336",2,0,51
"337",2,1,32
"338",2,1,19
"339",2,0,28
"340",2,1,1
"341",2,1,4
"342",2,1,12
"343",2,1,36
"344",2,1,34
"345",2,1,19
"346",2,0,23
"347",2,0,26
"348",2,0,42
"349",2,0,27
"350",2,1,24
"351",2,1,15
"352",2,0,60
"353",2,1,40
"354",2,1,20
"355",2,0,25
"356",2,1,36
"357",2,0,25
"358",2,0,42
"359",2,1,42
"360",2,1,0.8333
"361",2,1,26
"362",2,1,22
"363",2,1,35
"364",2,0,23.3150132257824
"365",2,0,19
"366",2,0,44
"367",2,0,54
"368",2,0,52
"369",2,0,37
"370",2,0,29
"371",2,1,25
"372",2,1,45
"373",2,0,29
"374",2,1,28
"375",2,0,29
"376",2,0,28
"377",2,1,24
"378",2,1,8
"379",2,0,31
"380",2,1,31
"381",2,1,22
"382",2,0,30
"383",2,0,34.6113303217798
"384",2,0,21
"385",2,0,32.0241357473677
"386",2,1,8
"387",2,0,18
"388",2,1,48
"389",2,1,28
"390",2,0,32
"391",2,0,17
"392",2,0,29
"393",2,1,24
"394",2,0,25
"395",2,0,18
"396",2,1,18
"397",2,1,34
"398",2,0,54
"399",2,1,8
"400",2,0,42
"401",2,1,34
"402",2,1,27
"403",2,1,30
"404",2,0,23
"405",2,0,21
"406",2,0,18
"407",2,0,40
"408",2,1,29
"409",2,0,18
"410",2,0,36
"411",2,0,28.2392129456526
"412",2,0,38
"413",2,0,35
"414",2,0,38
"415",2,0,34
"416",2,1,34
"417",2,0,16
"418",2,0,26
"419",2,0,47
"420",2,0,21
"421",2,0,21
"422",2,0,24
"423",2,0,24
"424",2,0,34
"425",2,0,30
"426",2,0,52
"427",2,0,30
"428",2,1,0.6667
"429",2,1,24
"430",2,0,44
"431",2,1,6
"432",2,0,28
"433",2,1,62
"434",2,0,30
"435",2,1,7
"436",2,0,43
"437",2,1,45
"438",2,1,24
"439",2,1,24
"440",2,0,49
"441",2,1,48
"442",2,1,55
"443",2,0,24
"444",2,0,32
"445",2,0,21
"446",2,0,18
"447",2,1,20
"448",2,0,23
"449",2,0,36
"450",2,1,54
"451",2,0,50
"452",2,0,44
"453",2,1,29
"454",2,0,21
"455",2,1,42
"456",2,0,63
"457",2,0,60
"458",2,0,33
"459",2,1,17
"460",2,0,42
"461",2,1,24
"462",2,0,47
"463",2,0,24
"464",2,0,22
"465",2,0,32
"466",2,1,23
"467",2,0,34
"468",2,1,24
"469",2,0,22
"470",2,1,20.8682222419588
"471",2,0,35
"472",2,1,45
"473",2,0,57
"474",2,0,14.4764184576403
"475",2,0,31
"476",2,0,26
"477",2,0,30
"478",2,0,33.6066544265053
"479",2,1,1
"480",2,1,3
"481",2,0,25
"482",2,1,22
"483",2,1,17
"484",2,1,35.402614148961
"485",2,1,34
"486",2,0,36
"487",2,0,24
"488",2,0,61
"489",2,0,50
"490",2,1,42
"491",2,0,57
"492",2,0,36.8490005809831
"493",2,1,1
"494",2,0,31
"495",2,1,24
"496",2,0,51.6878389074548
"497",2,0,30
"498",2,0,40
"499",2,0,32
"500",2,0,30
"501",2,0,46
"502",2,1,13
"503",2,1,41
"504",2,1,19
"505",2,0,39
"506",2,0,48
"507",2,0,70
"508",2,0,27
"509",2,0,54
"510",2,0,39
"511",2,0,16
"512",2,0,62
"513",2,0,32.5
"514",2,1,14
"515",2,1,2
"516",2,1,3
"517",2,0,36.5
"518",2,0,26
"519",2,0,19
"520",2,0,28
"521",2,1,20
"522",2,1,29
"523",2,0,39
"524",2,1,22
"525",2,1,28.7882897619002
"526",2,0,23
"527",2,1,29
"528",2,0,28
"529",2,0,17.456193669234
"530",2,1,50
"531",2,0,19
"532",2,0,22.9367143800338
"533",2,0,41
"534",2,1,21
"535",2,1,19
"536",2,0,43
"537",2,1,32
"538",2,0,34
"539",2,1,30
"540",2,0,27
"541",2,1,2
"542",2,1,8
"543",2,1,33
"544",2,0,36
"545",2,0,34
"546",2,1,30
"547",2,1,28
"548",2,0,23
"549",2,1,0.8333
"550",2,1,3
"551",2,1,24
"552",2,1,50
"553",2,0,19
"554",2,1,21
"555",2,0,26
"556",2,0,25
"557",2,0,27
"558",2,1,25
"559",2,1,18
"560",2,1,20
"561",2,1,30
"562",2,0,59
"563",2,1,30
"564",2,0,35
"565",2,1,40
"566",2,0,25
"567",2,0,41
"568",2,0,25
"569",2,0,18.5
"570",2,0,14
"571",2,1,50
"572",2,0,23
"573",2,1,28
"574",2,1,27
"575",2,0,29
"576",2,0,27
"577",2,0,40
"578",2,1,31
"579",2,0,30
"580",2,0,23
"581",2,1,31
"582",2,0,9.8526484579827
"583",2,1,12
"584",2,1,40
"585",2,1,32.5
"586",2,0,27
"587",2,1,29
"588",2,1,2
"589",2,1,4
"590",2,1,29
"591",2,1,0.9167
"592",2,1,5
"593",2,0,36
"594",2,1,33
"595",2,0,66
"596",2,0,27.6062477513977
"597",2,1,31
"598",2,1,2.31140477178524
"599",2,1,26
"600",2,0,24
"601",3,0,42
"602",3,0,13
"603",3,0,16
"604",3,1,35
"605",3,1,16
"606",3,1,25
"607",3,1,20
"608",3,1,18
"609",3,0,30
"610",3,0,26
"611",3,0,40
"612",3,1,0.8333
"613",3,1,18
"614",3,1,26
"615",3,0,26
"616",3,0,20
"617",3,0,24
"618",3,0,25
"619",3,0,35
"620",3,0,18
"621",3,0,32
"622",3,1,19
"623",3,0,4
"624",3,0,6
"625",3,0,2
"626",3,1,17
"627",3,0,38
"628",3,0,9
"629",3,0,11
"630",3,0,39
"631",3,1,27
"632",3,0,26
"633",3,0,39
"634",3,0,20
"635",3,0,26
"636",3,0,25
"637",3,0,18
"638",3,0,24
"639",3,0,35
"640",3,0,5
"641",3,0,9
"642",3,1,3
"643",3,0,13
"644",3,1,5
"645",3,0,40
"646",3,1,23
"647",3,1,38
"648",3,1,45
"649",3,0,21
"650",3,0,23
"651",3,0,17
"652",3,0,30
"653",3,0,23
"654",3,1,13
"655",3,0,20
"656",3,0,32
"657",3,1,33
"658",3,1,0.75
"659",3,1,0.75
"660",3,1,5
"661",3,1,24
"662",3,1,18
"663",3,0,40
"664",3,0,26
"665",3,1,20
"666",3,0,18
"667",3,0,45
"668",3,0,27
"669",3,0,22
"670",3,0,19
"671",3,0,26
"672",3,0,22
"673",3,0,20.1319839293378
"674",3,0,20
"675",3,1,32
"676",3,0,21
"677",3,0,18
"678",3,0,26
"679",3,0,6
"680",3,0,9
"681",3,0,16.7941432715207
"682",3,0,18.0681380911622
"683",3,0,31.9259191428042
"684",3,0,40
"685",3,0,32
"686",3,0,21
"687",3,1,22
"688",3,0,20
"689",3,0,29
"690",3,0,22
"691",3,0,22
"692",3,0,35
"693",3,0,18.5
"694",3,1,21
"695",3,0,19
"696",3,0,18
"697",3,0,21
"698",3,0,30
"699",3,0,18
"700",3,0,38
"701",3,0,17
"702",3,0,17
"703",3,0,21
"704",3,0,21
"705",3,0,21
"706",3,0,20.0580502629264
"707",3,0,36.587009804674
"708",3,0,28
"709",3,0,24
"710",3,1,16
"711",3,0,37
"712",3,0,28
"713",3,0,24
"714",3,0,21
"715",3,1,32
"716",3,0,29
"717",3,0,26
"718",3,0,18
"719",3,0,20
"720",3,1,18
"721",3,0,24
"722",3,0,36
"723",3,0,24
"724",3,0,31
"725",3,0,31
"726",3,1,22
"727",3,0,30
"728",3,0,70.5
"729",3,0,43
"730",3,0,35
"731",3,0,27
"732",3,0,19
"733",3,0,30
"734",3,1,9
"735",3,1,3
"736",3,1,36
"737",3,0,59
"738",3,0,19
"739",3,1,17
"740",3,0,44
"741",3,0,17
"742",3,0,22.5
"743",3,1,45
"744",3,0,22
"745",3,0,19
"746",3,1,30
"747",3,1,29
"748",3,0,0.3333
"749",3,0,34
"750",3,0,28
"751",3,0,27
"752",3,0,25
"753",3,0,24
"754",3,0,22
"755",3,0,21
"756",3,0,17
"757",3,0,23.4050021255264
"758",3,1,16.1278994968045
"759",3,1,36.5
"760",3,1,36
"761",3,1,30
"762",3,0,16
"763",3,1,1
"764",3,1,0.1667
"765",3,0,26
"766",3,1,33
"767",3,0,25
"768",3,0,38.2299032078862
"769",3,0,38.1702644361321
"770",3,0,22
"771",3,0,36
"772",3,1,19
"773",3,0,17
"774",3,0,42
"775",3,0,43
"776",3,0,19.3618946914907
"777",3,0,32
"778",3,1,19
"779",3,1,30
"780",3,0,24
"781",3,1,23
"782",3,0,33
"783",3,0,65
"784",3,1,24
"785",3,0,23
"786",3,1,22
"787",3,0,18
"788",3,0,16
"789",3,0,45
"790",3,0,15.1897700754993
"791",3,0,39
"792",3,0,17
"793",3,0,15
"794",3,0,47
"795",3,1,5
"796",3,0,25.3212829433163
"797",3,0,40.5
"798",3,0,40.5
"799",3,1,5.49501074883958
"800",3,0,18
"801",3,0,29.9481333786065
"802",3,0,28.4659077061078
"803",3,0,29.8497918300623
"804",3,0,26
"805",3,0,25.7205163804518
"806",3,1,23.7608412276983
"807",3,0,21
"808",3,0,9
"809",3,0,31.1495617423729
"810",3,0,18
"811",3,0,16
"812",3,0,48
"813",3,0,27.2215656060417
"814",3,0,18.3478615898998
"815",3,0,25
"816",3,0,31.1741990159737
"817",3,0,39.9170194764409
"818",3,0,22
"819",3,1,16
"820",3,1,25.7980292187302
"821",3,1,9
"822",3,0,33
"823",3,0,41
"824",3,1,31
"825",3,0,38
"826",3,0,9
"827",3,0,1
"828",3,0,11
"829",3,0,10
"830",3,0,16
"831",3,0,14
"832",3,0,40
"833",3,0,43
"834",3,0,51
"835",3,0,32
"836",3,0,33.2020368937522
"837",3,0,20
"838",3,0,37
"839",3,0,28
"840",3,0,19
"841",3,0,24
"842",3,0,17
"843",3,0,0.766121370677034
"844",3,0,20.1643254382303
"845",3,0,28
"846",3,1,24
"847",3,0,20
"848",3,0,23.5
"849",3,0,41
"850",3,0,26
"851",3,0,21
"852",3,1,45
"853",3,0,19.5037774406247
"854",3,0,25
"855",3,0,13.545158638151
"856",3,0,11
"857",3,1,6.31169406794718
"858",3,1,27
"859",3,1,22.0607799109534
"860",3,0,18
"861",3,1,26
"862",3,0,23
"863",3,1,22
"864",3,0,28
"865",3,0,28
"866",3,0,21.4661250591032
"867",3,1,2
"868",3,1,22
"869",3,0,43
"870",3,0,28
"871",3,1,27
"872",3,0,9.74245587975813
"873",3,1,26.3247968274863
"874",3,0,42
"875",3,1,16.1574778632795
"876",3,0,30
"877",3,0,6.74395352787905
"878",3,0,27
"879",3,0,25
"880",3,0,41.9205489494671
"881",3,1,29
"882",3,1,21
"883",3,0,34.1099516419791
"884",3,0,20
"885",3,0,48
"886",3,0,17
"887",3,1,17.0919580662876
"888",3,1,39.6068977552634
"889",3,0,34
"890",3,1,26
"891",3,0,22
"892",3,0,33
"893",3,0,31
"894",3,0,29
"895",3,1,4
"896",3,1,1
"897",3,0,49
"898",3,0,33
"899",3,0,19
"900",3,1,27
"901",3,0,16.6347307853185
"902",3,0,30.0876977916214
"903",3,0,20.8165012411973
"904",3,0,14.4869799694896
"905",3,0,23
"906",3,1,32
"907",3,0,27
"908",3,0,20
"909",3,0,21
"910",3,1,32
"911",3,0,17
"912",3,0,21
"913",3,0,30
"914",3,1,21
"915",3,0,33
"916",3,0,22
"917",3,1,4
"918",3,1,39
"919",3,0,24.8714623284515
"920",3,0,18.5
"921",3,0,40.7536135388653
"922",3,0,17.0562940901668
"923",3,1,1.9129257566644
"924",3,1,30.033066517079
"925",3,0,34.5
"926",3,0,44
"927",3,1,9.22283398073375
"928",3,0,31.0618265911779
"929",3,0,11.3415450750952
"930",3,0,34.9701909326055
"931",3,0,28.1061384866605
"932",3,0,15.0689701530787
"933",3,0,22
"934",3,0,26
"935",3,1,4
"936",3,1,29
"937",3,1,26
"938",3,0,1
"939",3,0,18
"940",3,0,36
"941",3,0,24.3635860457737
"942",3,1,25
"943",3,0,30.4090409629624
"944",3,0,37
"945",3,0,27.2416469231613
"946",3,1,19.5970044738379
"947",3,0,48.9283754611064
"948",3,1,22
"949",3,0,30.6987594313154
"950",3,1,26
"951",3,0,29
"952",3,0,29
"953",3,0,22
"954",3,1,22
"955",3,0,21.5848197829582
"956",3,0,31.0958847797246
"957",3,0,14.6382277533984
"958",3,0,14.1937191196112
"959",3,0,10.2297474107445
"960",3,0,32
"961",3,0,34.5
"962",3,0,35.9086037145127
"963",3,0,33.5142358068611
"964",3,0,36
"965",3,0,39
"966",3,0,24
"967",3,0,25
"968",3,0,45
"969",3,0,36
"970",3,0,30
"971",3,1,20
"972",3,0,21.3169315789504
"973",3,0,28
"974",3,0,25.0405291708913
"975",3,0,30
"976",3,0,26
"977",3,0,11.4052051507653
"978",3,0,20.5
"979",3,1,27
"980",3,0,51
"981",3,1,23
"982",3,1,32
"983",3,0,18.8711997019301
"984",3,0,20.8901234538829
"985",3,1,28.7729974245348
"986",3,1,24
"987",3,0,22
"988",3,0,25.8439696918414
"989",3,0,13.3116431302475
"990",3,0,33.8927962988314
"991",3,0,29
"992",3,1,17.6949644217287
"993",3,0,30.5
"994",3,1,22.3777358404806
"995",3,0,15.7910087913496
"996",3,0,35
"997",3,0,33
"998",3,1,25.6663760272976
"999",3,0,20.2308476750764
"1000",3,1,-10.9737106557253
"1001",3,1,26.2117904553
"1002",3,1,33.6284481485896
"1003",3,1,26.4813222116298
"1004",3,1,33.6069191155268
"1005",3,1,25.0299162840235
"1006",3,0,8.87883441005922
"1007",3,1,29.8458781169898
"1008",3,1,15
"1009",3,0,35
"1010",3,0,14.6860412555615
"1011",3,0,24
"1012",3,0,19
"1013",3,0,32.2050749337795
"1014",3,0,31.8264791060993
"1015",3,0,54.5909927458256
"1016",3,0,55.5
"1017",3,0,22.1475132164884
"1018",3,1,21
"1019",3,0,26.4053134384948
"1020",3,0,24
"1021",3,0,21
"1022",3,0,28
"1023",3,0,37.3228267186005
"1024",3,1,26.0049437064595
"1025",3,0,25
"1026",3,1,6
"1027",3,1,27
"1028",3,0,20.0485963855024
"1029",3,1,1.48426693090653
"1030",3,0,22.6538713677199
"1031",3,0,24.7126201965386
"1032",3,0,34
"1033",3,0,16.0351454339016
"1034",3,1,6.96273100603913
"1035",3,1,47.0937245764006
"1036",3,1,30.4111503087206
"1037",3,1,56.5993848154912
"1038",3,1,25.7366781709891
"1039",3,0,-2.24427326913808
"1040",3,1,14.2965217307401
"1041",3,1,24
"1042",3,0,31.042444816226
"1043",3,1,31.3505326865242
"1044",3,1,9.37819207565434
"1045",3,1,22.7184963882849
"1046",3,0,18
"1047",3,0,22
"1048",3,1,15
"1049",3,1,1
"1050",3,1,20
"1051",3,1,19
"1052",3,0,33
"1053",3,0,1.2709962352629
"1054",3,0,12.6224899798319
"1055",3,0,39.0762545886171
"1056",3,0,16.0896099527691
"1057",3,1,12
"1058",3,1,14
"1059",3,0,29
"1060",3,0,28
"1061",3,1,18
"1062",3,1,26
"1063",3,0,21
"1064",3,0,41
"1065",3,1,39
"1066",3,0,21
"1067",3,0,28.5
"1068",3,1,22
"1069",3,0,61
"1070",3,0,14.457025235255
"1071",3,0,12.4312651523112
"1072",3,1,29.5770446934924
"1073",3,0,37.22944023931
"1074",3,0,33.4831060805095
"1075",3,0,33.4977034904972
"1076",3,0,23
"1077",3,0,21.957053042846
"1078",3,1,20.2553633093205
"1079",3,1,20.3803649166298
"1080",3,1,22
"1081",3,1,10.6137893655427
"1082",3,1,38.1839221629962
"1083",3,1,9
"1084",3,0,28
"1085",3,0,42
"1086",3,0,55.4109949253164
"1087",3,0,31
"1088",3,0,28
"1089",3,1,32
"1090",3,0,20
"1091",3,0,23
"1092",3,0,20
"1093",3,0,20
"1094",3,0,16
"1095",3,1,31
"1096",3,0,43.9801725705708
"1097",3,0,2
"1098",3,0,6
"1099",3,0,3
"1100",3,0,8
"1101",3,0,29
"1102",3,0,1
"1103",3,0,7
"1104",3,0,2
"1105",3,0,16
"1106",3,0,14
"1107",3,0,41
"1108",3,0,21
"1109",3,0,19
"1110",3,0,4.27710725288735
"1111",3,0,32
"1112",3,0,0.75
"1113",3,0,3
"1114",3,0,26
"1115",3,0,19.7502274034032
"1116",3,0,21.3897849536833
"1117",3,0,35.1343880507241
"1118",3,0,21
"1119",3,0,25
"1120",3,0,22
"1121",3,1,25
"1122",3,1,10.5915014670784
"1123",3,1,36.6630778450177
"1124",3,1,34.2901688568713
"1125",3,0,36.7997287968918
"1126",3,0,24
"1127",3,0,28
"1128",3,0,19
"1129",3,0,38.2442733085508
"1130",3,0,25
"1131",3,0,18
"1132",3,1,32
"1133",3,0,10.7317071295838
"1134",3,0,17
"1135",3,0,24
"1136",3,0,55.5281750735966
"1137",3,0,21.4620652242335
"1138",3,0,24.8975104186383
"1139",3,0,13.7271464872238
"1140",3,0,38
"1141",3,0,21
"1142",3,0,10
"1143",3,0,4
"1144",3,0,7
"1145",3,0,2
"1146",3,0,8
"1147",3,0,39
"1148",3,0,22
"1149",3,0,35
"1150",3,1,9.60603951879374
"1151",3,0,28.477850214107
"1152",3,0,24.8429182248101
"1153",3,0,50
"1154",3,0,47
"1155",3,0,47.6477567028242
"1156",3,0,4.31087932858559
"1157",3,0,2
"1158",3,0,18
"1159",3,0,41
"1160",3,1,-0.678384689504654
"1161",3,0,50
"1162",3,0,16
"1163",3,1,-1.82820702871901
"1164",3,0,24.4739920357536
"1165",3,0,21.0321918766202
"1166",3,0,25
"1167",3,0,9.53773349334003
"1168",3,0,19.7546773718722
"1169",3,0,10.95851901728
"1170",3,0,38.5
"1171",3,0,39.4986339833988
"1172",3,0,14.5
"1173",3,0,32.1507146903765
"1174",3,0,6.90374275017751
"1175",3,0,15.7430096454105
"1176",3,0,30.9546300706029
"1177",3,0,31.4714155512906
"1178",3,0,20.1444184282253
"1179",3,0,15.4647277635935
"1180",3,0,22.7624389988923
"1181",3,0,14.4702898348948
"1182",3,0,24
"1183",3,1,21
"1184",3,0,39
"1185",3,0,42.0488204273961
"1186",3,0,55.4705831155523
"1187",3,0,33.9772808299077
"1188",3,1,1
"1189",3,1,24
"1190",3,1,4
"1191",3,1,25
"1192",3,0,20
"1193",3,0,24.5
"1194",3,0,14.5273130051366
"1195",3,0,28.7654442553397
"1196",3,0,35.6103958562578
"1197",3,1,29
"1198",3,0,33.0079504896425
"1199",3,1,16.155287987376
"1200",3,0,10.3958051709281
"1201",3,0,25.2309600354276
"1202",3,0,22
"1203",3,0,21.134842340963
"1204",3,0,40
"1205",3,0,21
"1206",3,1,18
"1207",3,0,4
"1208",3,0,10
"1209",3,0,9
"1210",3,0,2
"1211",3,0,40
"1212",3,0,45
"1213",3,0,26.9865929490924
"1214",3,0,16.8087723856858
"1215",3,0,17.2547163844521
"1216",3,0,32.3180785073704
"1217",3,1,22.4408514191564
"1218",3,0,19
"1219",3,0,30
"1220",3,0,28.9348427410418
"1221",3,0,32
"1222",3,0,15.466882465881
"1223",3,0,33
"1224",3,1,23
"1225",3,0,21
"1226",3,0,60.5
"1227",3,0,19
"1228",3,0,22
"1229",3,1,31
"1230",3,0,27
"1231",3,0,2
"1232",3,0,29
"1233",3,1,16
"1234",3,1,44
"1235",3,0,25
"1236",3,0,74
"1237",3,1,14
"1238",3,0,24
"1239",3,1,25
"1240",3,0,34
"1241",3,1,0.4167
"1242",3,0,26.7653640381424
"1243",3,0,30.2871818039794
"1244",3,0,32.627557161997
"1245",3,1,16
"1246",3,0,13.0452296208271
"1247",3,0,3.23126168869481
"1248",3,1,-0.206171141573396
"1249",3,0,32
"1250",3,0,24.9929383131533
"1251",3,0,19.6592392479353
"1252",3,0,30.5
"1253",3,0,44
"1254",3,0,31.5626437912125
"1255",3,1,25
"1256",3,0,18.8759705606341
"1257",3,1,7
"1258",3,1,9
"1259",3,1,29
"1260",3,0,36
"1261",3,1,18
"1262",3,1,63
"1263",3,0,26.2943384321566
"1264",3,0,11.5
"1265",3,0,40.5
"1266",3,0,10
"1267",3,0,36
"1268",3,0,30
"1269",3,0,0.907302937336691
"1270",3,0,33
"1271",3,0,28
"1272",3,0,28
"1273",3,0,47
"1274",3,0,18
"1275",3,0,31
"1276",3,0,16
"1277",3,0,31
"1278",3,1,22
"1279",3,0,20
"1280",3,0,14
"1281",3,0,22
"1282",3,0,22
"1283",3,0,3.74583587905964
"1284",3,0,27.2146646964048
"1285",3,0,21.236494419961
"1286",3,0,32.5
"1287",3,1,38
"1288",3,0,51
"1289",3,0,18
"1290",3,0,21
"1291",3,1,47
"1292",3,0,14.5313643064935
"1293",3,0,5.20664226021211
"1294",3,0,24.3369720711802
"1295",3,0,28.5
"1296",3,0,21
"1297",3,0,27
"1298",3,0,24.4707804833783
"1299",3,0,36
"1300",3,0,27
"1301",3,1,15
"1302",3,0,45.5
"1303",3,0,14.6832130076198
"1304",3,0,37.314056863008
"1305",3,0,14.5
"1306",3,0,34.8375890590092
"1307",3,0,26.5
"1308",3,0,27
"1309",3,0,29
